rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/success_rate,train/learning_rate,train/loss,train/n_updates
492.32,0.7300004999999998,56842,116,-871.5665598100002,94,601,0.0,0.0001,0.0010630162432789803,1710
495.06,0.7204815000000002,58846,120,-870.2258547500002,99,591,0.0,0.0001,0.00030529810464940965,2211
495.06,0.7109624999999997,60850,124,-868.5810624699999,104,581,0.0,0.0001,0.001398212043568492,2712
495.06,0.7014435000000001,62854,128,-868.13657169,109,574,0.0,0.0001,0.000651724636554718,3213
495.06,0.6919244999999996,64858,132,-870.75675512,114,567,0.0,0.0001,0.0014116974780336022,3714
495.06,0.6824055000000002,66862,136,-872.9500644899999,118,562,0.0,0.0001,0.0002574680547695607,4215
493.12,0.6741357500000003,68603,140,-875.78141561,123,556,0.0,0.0001,0.00021735057816840708,4650
489.31,0.6665832500000003,70193,144,-870.85644421,127,552,0.0,0.0001,0.005720113404095173,5048
483.63,0.6597622500000003,71629,148,-874.1997484000001,131,546,0.0,0.0001,0.0005614034598693252,5407
475.93,0.6539007500000005,72863,152,-871.3782490600001,134,541,0.0,0.0001,0.0004417323798406869,5715
469.75,0.64731725,74249,156,-871.70849198,138,536,0.0,0.0001,0.00016161675739567727,6062
464.65,0.6402207499999994,75743,160,-875.01360317,142,532,0.0,0.0001,0.0008412293391302228,6435
461.04,0.6324165000000003,77386,164,-876.15137937,146,528,0.0,0.0001,0.00010955464676953852,6846
457.06,0.6247880000000002,78992,168,-874.3970733199999,150,525,0.0,0.0001,0.0007640387630090117,7247
454.99,0.6162522500000001,80789,172,-874.0384393899999,155,520,0.0,0.0001,0.003148599760606885,7697
448.25,0.6099347499999999,82119,176,-874.4056162899999,158,518,0.0,0.0001,0.13468700647354126,8029
444.33,0.6022777500000001,83731,180,-874.45138431,162,515,0.0,0.0001,0.0003400469431653619,8432
441.05,0.5946254999999999,85342,184,-872.39677317,166,513,0.0,0.0001,0.0002678674354683608,8835
432.38,0.5892247500000002,86479,188,-872.2828890599999,169,510,0.0,0.0001,0.0006111544789746404,9119
432.38,0.5797057499999996,88483,192,-871.3529453199999,173,508,0.0,0.0001,0.13867610692977905,9620
425.14,0.5740437500000002,89675,196,-868.3120483600001,177,506,0.0,0.0001,0.0003750455507542938,9918
422.92,0.5655792500000005,91457,200,-871.78875906,181,503,0.0,0.0001,0.0022785435430705547,10364
423.84,0.5572335000000005,93214,204,-867.4680031600001,186,500,0.0,0.0001,0.00029912026366218925,10803
417.25,0.5508447499999998,94559,208,-865.97238767,189,498,0.0,0.0001,0.00039579501026310027,11139
409.63,0.5449452499999999,95801,212,-864.9638092000002,192,498,0.0,0.0001,0.00022363101015798748,11450
402.37,0.5388747500000004,97079,216,-862.76500156,195,496,0.0,0.0001,0.0004167805309407413,11769
394.77,0.5329657500000003,98323,220,-860.6457374299998,198,495,0.0,0.0001,0.00015406424063257873,12080
388.49,0.5264297500000001,99699,224,-858.84559949,201,494,0.0,0.0001,0.00011645592167042196,12424
382.26,0.5198699999999997,101080,228,-861.2583241,205,492,0.0,0.0001,0.0008826059056445956,12769
372.17,0.5151437500000005,102075,232,-855.15964509,208,490,0.0,0.0001,0.0006441009463742375,13018
364.31,0.5093582499999997,103293,236,-848.12493305,210,489,0.0,0.0001,0.0003722035326063633,13323
356.2,0.5049407500000003,104223,240,-841.7209132099998,213,487,0.0,0.0001,0.0016055413288995624,13555
350.94,0.4998867500000005,105287,244,-839.97521941,216,486,0.0,0.0001,0.0003467392816673964,13821
342.95,0.49686100000000055,105924,248,-831.1176019700001,218,485,0.0,0.0001,0.0006669294089078903,13980
339.2,0.49278074999999977,106783,252,-828.6818759800001,220,484,0.0,0.0001,0.00015646693645976484,14195
334.77,0.48830150000000017,107726,256,-827.20129023,223,483,0.0,0.0001,0.00022957009787205607,14431
327.32,0.4847437499999996,108475,260,-820.6897034899999,225,481,0.0,0.0001,0.00024227981339208782,14618
320.3,0.4802740000000002,109416,264,-812.64905792,227,480,0.0,0.0001,0.00019413523841649294,14853
312.84,0.47618899999999986,110276,268,-811.3216319100002,230,478,0.0,0.0001,0.002993024652823806,15068
304.23,0.4717429999999997,111212,272,-808.1700503999999,232,477,0.0,0.0001,0.0005204007029533386,15302
303.32,0.4658577499999996,112451,276,-805.9196493400002,235,476,0.0,0.0001,0.0008841460221447051,15612
295.58,0.46187725000000013,113289,280,-804.62474904,238,475,0.0,0.0001,0.0004891001153737307,15822
287.82,0.4579110000000005,114124,284,-799.7140219300002,240,474,0.0,0.0001,0.0003792840288951993,16030
282.45,0.4550609999999998,114724,288,-794.8836385000001,242,472,0.0,0.0001,0.0003585683007258922,16180
270.23,0.45134650000000054,115506,292,-789.78693847,244,472,0.0,0.0001,0.0008472228655591607,16376
264.96,0.44818775,116171,296,-784.8843565599999,246,470,0.0,0.0001,0.0003243800310883671,16542
256.88,0.4435612499999998,117145,300,-775.0975734900001,249,469,0.0,0.0001,0.0004728810745291412,16786
246.8,0.4400035000000003,117894,304,-771.61814989,251,468,0.0,0.0001,0.0006649046554230154,16973
241.01,0.4363650000000001,118660,308,-770.969335,254,467,0.0,0.0001,0.00042154171387664974,17164
235.66,0.4330067500000001,119367,312,-769.7747855100001,256,465,0.0,0.0001,0.28119680285453796,17341
228.51,0.4303324999999997,119930,316,-767.1923999999999,258,464,0.0,0.0001,0.001077950932085514,17482
227.07,0.4251075000000002,121030,320,-768.7896112799999,260,463,0.0,0.0001,0.005701459478586912,17757
225.64,0.41925075,122263,324,-765.84689818,264,462,0.0,0.0001,0.0028061477933079004,18065
218.52,0.4160729999999998,122932,328,-758.15114248,266,461,0.0,0.0001,0.0009401724673807621,18232
220.42,0.41044424999999995,124117,332,-759.0715597000001,269,459,0.0,0.0001,0.0003979602479375899,18529
224.97,0.40249749999999973,125790,336,-758.80966511,274,458,0.0,0.0001,0.00029065270791761577,18947
227.34,0.39695425000000006,126957,340,-758.3562342600001,276,458,0.0,0.0001,0.0005141778383404016,19239
223.85,0.39355799999999996,127672,344,-755.8659770399998,278,457,0.0,0.0001,0.0003746490110643208,19417
224.43,0.3902567500000006,128367,348,-756.1991759099999,281,456,0.0,0.0001,0.0011570322094485164,19591
221.5,0.38756825000000017,128933,352,-755.5766602399998,282,455,0.0,0.0001,0.0002449290477670729,19733
218.24,0.38463749999999985,129550,356,-752.5531615000001,284,454,0.0,0.0001,0.0005708093522116542,19887
221.67,0.37945050000000036,130642,360,-756.73825777,287,453,0.0,0.0001,0.0020315584260970354,20160
220.11,0.3757217500000003,131427,364,-758.6335038200002,290,452,0.0,0.0001,0.0007195784710347652,20356
222.22,0.3706345000000001,132498,368,-758.75112427,292,452,0.0,0.0001,0.000989063293673098,20624
217.52,0.3684209999999998,132964,372,-755.5487085900002,294,451,0.0,0.0001,0.0006832442595623434,20740
211.14,0.3655662500000003,133565,376,-754.6187194399998,296,450,0.0,0.0001,0.001027898513711989,20891
206.48,0.36379925000000024,133937,380,-748.43752777,297,450,0.0,0.0001,0.0005865096463821828,20984
202.13,0.36189925000000034,134337,384,-744.3106642600001,298,449,0.0,0.0001,0.0010170016903430223,21084
201.68,0.3592630000000001,134892,388,-743.4573502699999,300,448,0.0,0.0001,0.0003842356090899557,21222
204.12,0.35438950000000013,135918,392,-746.01328212,303,448,0.0,0.0001,0.0006874125683680177,21479
201.38,0.35253225,136309,396,-742.4712808500001,304,447,0.0,0.0001,0.0005195398116484284,21577
201.66,0.3477727500000002,137311,400,-745.35681413,307,446,0.0,0.0001,0.0004985936684533954,21827
200.83,0.34460925,137977,404,-738.5858111699998,309,445,0.01,0.0001,0.0002444828860461712,21994
