time/fps,rollout/ep_len_mean,rollout/success_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
496,469.18,0.0,102396,206,212,0.8054475999999997,-783.6279788899999,0.0001,13098,0.0010406491346657276
493,466.63,0.0,104145,210,216,0.8021245000000001,-791.52804022,0.0001,13536,0.001329279039055109
491,462.98,0.0,105784,215,220,0.7990104000000002,-797.8081420999999,0.0001,13945,0.00025426276260986924
490,458.67,0.0,107357,219,224,0.7960216999999997,-798.92705593,0.0001,14339,0.00034835064434446394
487,458.67,0.0,109361,224,228,0.7922140999999999,-797.03515732,0.0001,14840,0.0005335457972250879
486,451.56,0.0,110528,227,232,0.7899968000000005,-796.8943709299998,0.0001,15131,0.0032815453596413136
483,450.63,0.0,112439,232,236,0.7863659000000005,-798.8827489999999,0.0001,15609,0.0006618828629143536
481,448.03,0.0,114183,236,240,0.7830523000000001,-809.07543252,0.0001,16045,0.0002405105042271316
480,448.05,0.0,115950,241,244,0.7796949999999996,-807.6970081600001,0.0001,16487,0.00033834532951004803
479,440.13,0.0,117162,244,248,0.7773921999999999,-809.6660234899999,0.0001,16790,0.00010176724754273891
477,432.78,0.0,118431,247,252,0.7749811000000001,-807.9877998099998,0.0001,17107,0.0005742068751715124
476,430.23,0.0,120031,251,256,0.7719411000000003,-807.9016858,0.0001,17507,0.1800958663225174
475,423.99,0.0,121411,255,260,0.7693190999999997,-811.5496501199999,0.0001,17852,0.00044176221126690507
474,418.24,0.0,122840,259,264,0.7666039999999997,-810.7066198099998,0.0001,18209,0.0007237872923724353
473,410.33,0.0,124053,262,268,0.7642992999999999,-812.5179881399999,0.0001,18513,0.0005908609600737691
471,404.37,0.0,125461,265,272,0.7616240999999999,-812.6304077199999,0.0001,18865,0.00044358172453939915
470,399.1,0.0,126938,269,276,0.7588178000000004,-812.66525767,0.0001,19234,0.00037370965583249927
469,386.77,0.0,127709,271,280,0.7573529000000006,-811.9988136099997,0.0001,19427,0.0004456120659597218
468,389.37,0.0,129577,276,284,0.7538036999999997,-814.1500882699999,0.0001,19894,0.0004382986226119101
466,387.24,0.0,131368,281,288,0.7504008,-819.27429429,0.0001,20341,0.0005327487597241998
465,380.71,0.0,132303,284,292,0.7486242999999995,-819.2793054300001,0.0001,20575,0.0015089838998392224
464,378.47,0.0,133963,288,296,0.7454702999999996,-820.7908928300001,0.0001,20990,0.000467439997009933
463,371.18,0.0,135123,291,300,0.7432663000000004,-820.17674853,0.0001,21280,0.0009351838380098343
462,364.24,0.0,136165,294,304,0.7412865000000005,-815.8908965299998,0.0001,21541,0.0005534498486667871
461,359.99,0.0,137546,297,308,0.7386626,-819.31653373,0.0001,21886,0.0003603529476094991
460,360.5,0.0,138446,300,312,0.7369526000000004,-824.8432096199999,0.0001,22111,0.0004655321827158332
