time/fps,rollout/ep_len_mean,rollout/success_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
253,170.07,0.0,522511,2062,2636,0.05,-704.94622113,0.0001,118127,14.141822814941406
253,174.62,0.0,523628,2065,2640,0.05,-703.8420581900001,0.0001,118406,0.004409169778227806
253,174.28,0.0,524310,2067,2644,0.05,-703.31867939,0.0001,118577,0.005051103886216879
253,174.18,0.01,524942,2069,2648,0.05,-698.0024045999999,0.0001,118735,14.129858016967773
253,173.26,0.01,525487,2071,2652,0.05,-697.26702869,0.0001,118871,0.0033868192695081234
253,175.03,0.01,526205,2073,2656,0.05,-698.89232153,0.0001,119051,29.155086517333984
253,177.68,0.01,526978,2076,2660,0.05,-701.4287255900002,0.0001,119244,0.0034101055935025215
253,177.71,0.01,527610,2078,2664,0.05,-701.4088514700002,0.0001,119402,0.006649846211075783
253,179.39,0.01,528486,2080,2668,0.05,-703.26196478,0.0001,119621,0.003930078819394112
254,181.18,0.01,529280,2083,2672,0.05,-704.86102308,0.0001,119819,14.330297470092773
254,181.89,0.01,529976,2085,2676,0.05,-705.4297130000002,0.0001,119993,0.00438097445294261
254,180.74,0.01,530596,2087,2680,0.05,-704.46753803,0.0001,120148,14.331920623779297
254,179.84,0.01,531217,2089,2684,0.05,-703.8295701900001,0.0001,120304,0.004249743651598692
254,180.36,0.01,532022,2092,2688,0.05,-704.3585142200001,0.0001,120505,0.0041422536596655846
254,179.82,0.01,532555,2094,2692,0.05,-703.76245032,0.0001,120638,14.12996768951416
254,179.96,0.01,533129,2096,2696,0.05,-703.8213874699999,0.0001,120782,0.0054308027029037476
254,177.86,0.01,533865,2098,2700,0.05,-701.8686464300001,0.0001,120966,0.007264059502631426
254,180.09,0.01,534598,2100,2704,0.05,-704.0355497099999,0.0001,121149,0.008370401337742805
254,185.34,0.01,535585,2103,2708,0.05,-708.88754019,0.0001,121396,0.0035688180942088366
254,185.35,0.01,536334,2105,2712,0.05,-708.91533101,0.0001,121583,0.0034414646215736866
254,185.0,0.01,537082,2108,2716,0.05,-708.5447929100001,0.0001,121770,0.030126795172691345
254,184.36,0.02,537776,2110,2720,0.05,-703.0470055799998,0.0001,121943,0.005345961544662714
254,183.87,0.02,538501,2112,2724,0.05,-702.6700179299999,0.0001,122125,0.005536722484976053
254,185.0,0.02,539296,2115,2728,0.05,-703.4912046400001,0.0001,122323,14.1450834274292
255,189.34,0.02,540346,2117,2732,0.05,-707.5630645,0.0001,122586,0.0050776684656739235
255,185.73,0.02,541084,2120,2736,0.05,-704.38966491,0.0001,122770,0.0035541970282793045
255,181.42,0.02,541770,2122,2740,0.05,-705.62110354,0.0001,122942,0.004062139429152012
255,186.37,0.02,542947,2125,2744,0.05,-710.16616655,0.0001,123236,0.0091550312936306
255,187.45,0.01,543687,2128,2748,0.05,-716.57689943,0.0001,123421,14.282304763793945
255,192.5,0.01,544737,2131,2752,0.05,-721.0257588600001,0.0001,123684,0.004830207675695419
255,192.73,0.01,545478,2133,2756,0.05,-721.29285252,0.0001,123869,13.9857759475708
255,195.65,0.01,546543,2136,2760,0.05,-723.82933546,0.0001,124135,1.5361334085464478
255,196.12,0.01,547222,2138,2764,0.05,-724.3762006000001,0.0001,124305,0.004597215913236141
255,195.41,0.01,548027,2141,2768,0.05,-723.34086777,0.0001,124506,0.011309124529361725
256,195.17,0.01,548797,2143,2772,0.05,-723.2607348700002,0.0001,124699,0.0040841009467840195
256,197.8,0.01,549756,2146,2776,0.05,-725.47405678,0.0001,124938,0.0034561408683657646
256,198.75,0.01,550471,2148,2780,0.05,-726.21931097,0.0001,125117,0.004726695362478495
256,199.6,0.01,551177,2150,2784,0.05,-727.0242032500001,0.0001,125294,0.013434089720249176
256,198.56,0.01,551878,2153,2788,0.05,-726.1058407599999,0.0001,125469,0.003329616039991379
256,199.18,0.01,552473,2155,2792,0.05,-726.64410892,0.0001,125618,0.023920532315969467
256,202.07,0.01,553336,2157,2796,0.05,-729.3675872799998,0.0001,125833,0.010909519158303738
256,202.67,0.01,554132,2160,2800,0.05,-729.98418384,0.0001,126032,0.004230840597301722
256,203.09,0.01,554907,2162,2804,0.05,-730.3762955499999,0.0001,126226,14.040266036987305
256,201.97,0.01,555782,2165,2808,0.05,-729.3839730899999,0.0001,126445,0.003132226876914501
256,200.25,0.01,556359,2167,2812,0.05,-727.6728681100001,0.0001,126589,0.005342156160622835
256,199.82,0.01,557064,2169,2816,0.05,-727.3289280100001,0.0001,126765,0.004240801092237234
256,200.05,0.0,557781,2171,2820,0.05,-732.3032558100001,0.0001,126945,0.004184136167168617
256,201.02,0.0,558603,2174,2824,0.05,-732.9824042300002,0.0001,127150,0.005565468221902847
257,206.48,0.0,559944,2177,2828,0.05,-732.4991685000002,0.0001,127485,14.37242317199707
257,202.55,0.0,560601,2180,2832,0.05,-728.8677704,0.0001,127650,0.0037931918632239103
257,201.36,0.0,561220,2182,2836,0.05,-727.72418208,0.0001,127804,0.005277362652122974
257,201.57,0.0,561927,2184,2840,0.05,-727.90339825,0.0001,127981,0.0040513575077056885
257,196.75,0.0,562622,2186,2844,0.05,-723.98509024,0.0001,128155,0.007385226897895336
257,197.29,0.0,563416,2189,2848,0.05,-724.24761711,0.0001,128353,14.137741088867188
257,195.82,0.0,564319,2191,2852,0.05,-722.91436028,0.0001,128579,0.007358779199421406
257,195.36,0.0,565014,2194,2856,0.05,-722.5899997300002,0.0001,128753,0.006881722714751959
257,192.55,0.0,565798,2196,2860,0.05,-720.2355046700001,0.0001,128949,0.014883955009281635
257,192.14,0.0,566436,2198,2864,0.05,-719.9421837100001,0.0001,129108,0.0047156536020338535
257,190.78,0.0,567105,2200,2868,0.05,-718.8575248699999,0.0001,129276,0.004244120791554451
257,190.5,0.0,567847,2203,2872,0.05,-718.9389020799998,0.0001,129461,14.08673095703125
257,188.15,0.0,568571,2205,2876,0.05,-717.0753142000001,0.0001,129642,0.004652947653084993
257,188.01,0.0,569272,2207,2880,0.05,-717.0363164899999,0.0001,129817,0.018036769703030586
257,188.28,0.0,570005,2210,2884,0.05,-717.1433766300001,0.0001,130001,0.20894907414913177
257,188.78,0.0,570756,2212,2888,0.05,-717.6876745499998,0.0001,130188,0.009470708668231964
257,189.18,0.0,571391,2214,2892,0.05,-718.3852041199998,0.0001,130347,14.00365161895752
258,186.13,0.0,571949,2216,2896,0.05,-715.4524502200001,0.0001,130487,0.006073984317481518
258,185.76,0.0,572708,2219,2900,0.05,-714.99417812,0.0001,130676,0.013067379593849182
258,186.12,0.0,573519,2221,2904,0.05,-715.2921108199998,0.0001,130879,0.004050679970532656
258,184.11,0.0,574193,2224,2908,0.05,-713.6146596899999,0.0001,131048,14.02063274383545
258,184.95,0.0,574854,2226,2912,0.05,-714.45064383,0.0001,131213,0.00553070567548275
258,185.77,0.0,575641,2228,2916,0.05,-715.0940973599999,0.0001,131410,0.005905786529183388
258,186.17,0.0,576398,2231,2920,0.05,-715.62509041,0.0001,131599,0.008387241512537003
258,184.92,0.0,577095,2233,2924,0.05,-714.72091752,0.0001,131773,0.00817675981670618
258,179.7,0.0,577914,2236,2928,0.05,-715.506457,0.0001,131978,0.011169989593327045
258,180.56,0.0,578657,2238,2932,0.05,-716.2295891699999,0.0001,132164,0.00777428038418293
258,182.76,0.0,579496,2241,2936,0.05,-718.36655733,0.0001,132373,13.907166481018066
258,182.69,0.0,580196,2243,2940,0.05,-718.49093698,0.0001,132548,0.006750629283487797
258,182.77,0.0,580899,2245,2944,0.05,-718.3585039799999,0.0001,132724,0.005420259665697813
258,182.12,0.01,581628,2248,2948,0.05,-712.7737253499998,0.0001,132906,0.010246439836919308
258,179.57,0.01,582276,2250,2952,0.05,-710.86890853,0.0001,133068,0.005735401064157486
258,179.19,0.01,582933,2252,2956,0.05,-710.3653595,0.0001,133233,0.008004016242921352
258,178.03,0.01,583601,2254,2960,0.05,-709.2971462300001,0.0001,133400,0.033404912799596786
258,178.02,0.01,584238,2256,2964,0.05,-709.1866736799999,0.0001,133559,0.05995192006230354
258,177.52,0.01,584857,2258,2968,0.05,-708.823802,0.0001,133714,14.312223434448242
258,176.95,0.01,585542,2261,2972,0.05,-708.14451193,0.0001,133885,0.006012304686009884
258,175.9,0.01,586161,2263,2976,0.05,-707.20133812,0.0001,134040,0.00887097604572773
259,175.14,0.01,586786,2265,2980,0.05,-706.4240644500001,0.0001,134196,0.0027034131344407797
259,174.37,0.01,587442,2267,2984,0.05,-705.78987635,0.0001,134360,0.004380845930427313
259,176.43,0.01,588399,2270,2988,0.05,-707.46595701,0.0001,134599,0.004269842524081469
259,176.58,0.01,589049,2272,2992,0.05,-707.4446894700002,0.0001,134762,14.29338550567627
259,177.24,0.01,589673,2274,2996,0.05,-708.1702672199999,0.0001,134918,0.0026412331499159336
259,176.06,0.01,590314,2276,3000,0.05,-707.3458693199999,0.0001,135078,0.004397451877593994
259,173.98,0.01,590917,2278,3004,0.05,-705.6049543499998,0.0001,135229,0.014652393758296967
259,173.2,0.01,591513,2280,3008,0.05,-704.9948884900001,0.0001,135378,0.01693940907716751
259,173.04,0.01,592158,2282,3012,0.05,-704.9736537799998,0.0001,135539,0.002778582274913788
259,171.68,0.01,592809,2284,3016,0.05,-703.8058584700001,0.0001,135702,0.007049402687698603
259,170.63,0.01,593461,2286,3020,0.05,-702.7798953699998,0.0001,135865,0.009562147781252861
259,170.54,0.01,594149,2289,3024,0.05,-702.68863197,0.0001,136037,0.005600484553724527
259,168.28,0.01,594742,2291,3028,0.05,-700.62322528,0.0001,136185,0.006844032555818558
259,166.48,0.01,595305,2293,3032,0.05,-699.02745259,0.0001,136326,0.007408724166452885
259,164.68,0.01,595964,2295,3036,0.05,-697.2538724999999,0.0001,136490,0.006947951391339302
259,164.07,0.01,596603,2297,3040,0.05,-696.5862374200001,0.0001,136650,0.010827132500708103
259,164.73,0.01,597372,2300,3044,0.05,-697.05130819,0.0001,136842,0.004323191940784454
259,163.9,0.0,598018,2302,3048,0.05,-701.3491354300002,0.0001,137004,0.006156366318464279
259,163.84,0.0,598660,2305,3052,0.05,-701.2083614599999,0.0001,137164,0.005406916607171297
259,162.85,0.0,599218,2306,3056,0.05,-700.40424963,0.0001,137304,13.948575019836426
259,162.06,0.0,599807,2308,3060,0.05,-699.7517758499998,0.0001,137451,0.0058233607560396194
259,162.09,0.0,600447,2311,3064,0.05,-699.8664581999999,0.0001,137611,0.003680978436022997
259,161.76,0.0,601033,2313,3068,0.05,-699.5531253100002,0.0001,137758,0.0063798134215176105
259,161.77,0.0,601719,2315,3072,0.05,-699.52715893,0.0001,137929,0.013421891257166862
259,161.72,0.0,602333,2318,3076,0.05,-699.5485719800002,0.0001,138083,13.98173999786377
259,162.01,0.0,602987,2320,3080,0.05,-699.81800326,0.0001,138246,0.00694856746122241
259,161.41,0.0,603583,2322,3084,0.05,-699.3560031399998,0.0001,138395,0.006924341432750225
259,158.16,0.0,604215,2324,3088,0.05,-696.47315391,0.0001,138553,0.005538186989724636
259,158.08,0.0,604857,2326,3092,0.05,-696.34370104,0.0001,138714,0.00879864301532507
259,157.65,0.0,605438,2329,3096,0.05,-695.96548271,0.0001,138859,0.007312922738492489
259,157.76,0.0,606090,2331,3100,0.05,-695.84413307,0.0001,139022,0.009357383474707603
259,158.5,0.0,606767,2334,3104,0.05,-696.4903620999999,0.0001,139191,0.005021086893975735
259,159.7,0.0,607483,2336,3108,0.05,-697.3741871699999,0.0001,139370,0.0069279419258236885
259,159.34,0.0,608092,2338,3112,0.05,-696.90315596,0.0001,139522,14.005020141601562
260,158.78,0.0,608687,2341,3116,0.05,-696.4727403999999,0.0001,139671,0.0052253976464271545
260,158.8,0.0,609341,2343,3120,0.05,-696.4910381300001,0.0001,139835,0.007733701728284359
260,158.43,0.0,609992,2345,3124,0.05,-696.244282,0.0001,139997,0.003889870597049594
260,158.19,0.0,610561,2347,3128,0.05,-696.2926597999999,0.0001,140140,0.003295261412858963
260,158.62,0.0,611167,2349,3132,0.05,-696.7653681200001,0.0001,140291,0.008428551256656647
260,157.91,0.0,611755,2351,3136,0.05,-696.0849536700001,0.0001,140438,0.008187685161828995
260,157.71,0.0,612374,2353,3140,0.05,-695.8614562400002,0.0001,140593,0.007890496402978897
260,156.17,0.0,612989,2356,3144,0.05,-694.6853905199999,0.0001,140747,0.005713141988962889
260,155.68,0.0,613586,2358,3148,0.05,-694.34970711,0.0001,140896,1.8613957166671753
260,154.99,0.0,614159,2360,3152,0.05,-693.6471354300002,0.0001,141039,0.013583842664957047
260,155.29,0.0,614747,2362,3156,0.05,-693.8855305700001,0.0001,141186,0.005834034178406
260,155.77,0.0,615384,2364,3160,0.05,-694.2898021400001,0.0001,141345,14.364584922790527
260,155.17,0.0,615964,2366,3164,0.05,-693.66503348,0.0001,141490,0.04973350465297699
260,155.99,0.0,616632,2368,3168,0.05,-694.4080504100001,0.0001,141657,0.006430177018046379
260,155.3,0.0,617249,2371,3172,0.05,-693.7639893299998,0.0001,141812,0.005476060323417187
260,155.58,0.0,617891,2373,3176,0.05,-693.9301432999997,0.0001,141972,0.01135386060923338
260,155.47,0.0,618534,2375,3180,0.05,-693.99357213,0.0001,142133,0.00561435567215085
260,155.36,0.0,619119,2377,3184,0.05,-693.8307269799999,0.0001,142279,0.005196917802095413
255,154.73,0.0,619688,2423,3188,0.05,-693.2880108200002,0.0001,142421,0.007835198193788528
255,154.21,0.0,620278,2425,3192,0.05,-692.8662555100001,0.0001,142569,0.011408068239688873
255,154.25,0.0,620863,2427,3196,0.05,-692.88014673,0.0001,142715,0.004985918290913105
255,154.65,0.0,621555,2429,3200,0.05,-693.26313233,0.0001,142888,27.984230041503906
255,155.53,0.0,622320,2432,3204,0.05,-694.0195847399998,0.0001,143079,0.0036612225230783224
255,156.53,0.0,623136,2434,3208,0.05,-694.8563569199998,0.0001,143283,0.005596472881734371
255,157.72,0.0,623864,2437,3212,0.05,-695.9049060499998,0.0001,143465,0.008396964520215988
256,158.38,0.0,624525,2439,3216,0.05,-696.50315271,0.0001,143631,14.444565773010254
256,158.07,0.0,625148,2441,3220,0.05,-696.20300573,0.0001,143786,14.15104866027832
256,159.7,0.0,625962,2443,3224,0.05,-697.3401053099999,0.0001,143990,0.00534053985029459
256,160.5,0.0,626611,2445,3228,0.05,-698.0226904199999,0.0001,144152,0.010734207928180695
256,161.73,0.0,627340,2448,3232,0.05,-699.0099889399999,0.0001,144334,0.012813386507332325
256,162.25,0.0,627980,2450,3236,0.05,-699.6919972700001,0.0001,144494,0.0037935904692858458
256,163.14,0.0,628688,2452,3240,0.05,-700.43803862,0.0001,144671,14.470919609069824
256,163.23,0.0,629312,2454,3244,0.05,-700.4791518099997,0.0001,144827,0.006999139674007893
256,164.67,0.0,630053,2456,3248,0.05,-701.6938954999999,0.0001,145013,0.008626626804471016
256,164.65,0.0,630624,2458,3252,0.05,-701.8049602699998,0.0001,145155,0.1389949470758438
256,164.94,0.0,631241,2460,3256,0.05,-702.00340452,0.0001,145310,0.0076432800851762295
256,165.64,0.0,631948,2463,3260,0.05,-702.6235780700001,0.0001,145486,14.052631378173828
256,165.29,0.0,632493,2465,3264,0.05,-702.3478111499999,0.0001,145623,0.020754223689436913
256,164.53,0.0,633085,2467,3268,0.05,-701.5813961399998,0.0001,145771,0.0024829513859003782
256,163.95,0.0,633644,2469,3272,0.05,-701.04242917,0.0001,145910,0.005743693560361862
256,163.41,0.0,634232,2471,3276,0.05,-700.54156029,0.0001,146057,14.320794105529785
256,162.95,0.0,634829,2473,3280,0.05,-699.9727205300001,0.0001,146207,1.6307252645492554
256,163.52,0.0,635471,2475,3284,0.05,-700.6816029,0.0001,146367,0.007798334583640099
256,163.71,0.0,636059,2477,3288,0.05,-700.8951412299998,0.0001,146514,0.004830059129744768
256,164.44,0.0,636722,2479,3292,0.05,-701.5538414999999,0.0001,146680,0.00706360163167119
256,165.49,0.0,637412,2481,3296,0.05,-702.4025021,0.0001,146852,0.012517117895185947
256,164.99,0.0,638054,2483,3300,0.05,-702.1648446100002,0.0001,147013,0.004993789363652468
256,163.19,0.0,638639,2485,3304,0.05,-700.6055119600001,0.0001,147159,0.008929794654250145
256,161.28,0.0,639264,2488,3308,0.05,-699.0816379800001,0.0001,147315,0.0087406225502491
256,160.22,0.0,639886,2490,3312,0.05,-698.16227255,0.0001,147471,0.008471287786960602
257,159.91,0.0,640516,2492,3316,0.05,-697.7684545899999,0.0001,147628,0.010160175152122974
257,160.11,0.0,641159,2494,3320,0.05,-698.02182425,0.0001,147789,0.005619192495942116
249,157.79,0.0,641741,2570,3324,0.05,-696.1472684500001,0.0001,147935,0.024174317717552185
249,157.32,0.0,642343,2572,3328,0.05,-695.7778378200002,0.0001,148085,0.008781243115663528
249,156.9,0.0,643030,2574,3332,0.05,-695.48436042,0.0001,148257,0.006073487922549248
249,156.5,0.0,643630,2576,3336,0.05,-695.0279368600001,0.0001,148407,0.006436862051486969
249,155.79,0.0,644267,2578,3340,0.05,-694.5010293500001,0.0001,148566,13.850830078125
249,155.66,0.0,644878,2580,3344,0.05,-694.54096427,0.0001,148719,16.942150115966797
249,155.02,0.0,645555,2583,3348,0.05,-693.9571746900001,0.0001,148888,14.441556930541992
249,155.81,0.0,646205,2585,3352,0.05,-694.5164691099999,0.0001,149051,0.006308931391686201
249,155.39,0.0,646780,2587,3356,0.05,-694.3193985599999,0.0001,149194,0.0038431924767792225
250,154.69,0.0,647417,2589,3360,0.05,-693.7729230999998,0.0001,149354,0.013331416994333267
250,154.87,0.0,647980,2591,3364,0.05,-693.97830552,0.0001,149494,0.006363466382026672
250,155.2,0.0,648605,2593,3368,0.05,-694.40569579,0.0001,149651,0.007301611360162497
250,156.15,0.0,649259,2595,3372,0.05,-695.2126747199998,0.0001,149814,0.006642103660851717
250,156.46,0.0,649878,2597,3376,0.05,-695.64871067,0.0001,149969,0.007346333935856819
250,157.14,0.0,650543,2599,3380,0.05,-696.2148696699999,0.0001,150135,0.00920458510518074
250,157.14,0.0,651185,2601,3384,0.05,-696.03870046,0.0001,150296,0.005000540520995855
250,156.6,0.0,651719,2603,3388,0.05,-695.5244784600001,0.0001,150429,0.010383708402514458
250,155.78,0.0,652300,2605,3392,0.05,-694.87958539,0.0001,150574,28.287248611450195
250,154.75,0.0,652887,2607,3396,0.05,-694.12374041,0.0001,150721,14.141180038452148
250,154.45,0.0,653499,2609,3400,0.05,-693.7022976999999,0.0001,150874,0.0042840298265218735
250,154.67,0.0,654106,2612,3404,0.05,-693.8113705699999,0.0001,151026,0.004604896996170282
250,154.96,0.0,654760,2614,3408,0.05,-694.03757373,0.0001,151189,0.008857500739395618
250,155.31,0.0,655417,2616,3412,0.05,-694.35484172,0.0001,151354,0.004668587818741798
250,155.56,0.0,656072,2618,3416,0.05,-694.7669885,0.0001,151517,0.005374138243496418
250,154.97,0.0,656656,2620,3420,0.05,-694.2221074900001,0.0001,151663,0.0032420270144939423
250,155.2,0.0,657261,2622,3424,0.05,-694.4813046200001,0.0001,151815,0.0057549201883375645
250,154.86,0.0,657829,2624,3428,0.05,-694.1890715899999,0.0001,151957,0.013538669794797897
250,153.36,0.0,658366,2626,3432,0.05,-692.8439263300002,0.0001,152091,0.005821784492582083
250,153.1,0.0,658940,2628,3436,0.05,-692.5787184500001,0.0001,152234,0.005919385235756636
250,152.77,0.0,659544,2630,3440,0.05,-692.30562618,0.0001,152385,0.005958531517535448
250,152.7,0.0,660148,2632,3444,0.05,-692.1267682700002,0.0001,152536,0.008590160869061947
250,153.67,0.0,660922,2635,3448,0.05,-692.9168842,0.0001,152730,0.014893352054059505
250,153.29,0.0,661534,2637,3452,0.05,-692.5877865899998,0.0001,152883,0.005780193954706192
250,153.35,0.0,662115,2639,3456,0.05,-692.56143128,0.0001,153028,0.00844432320445776
250,152.71,0.0,662688,2641,3460,0.05,-691.92330825,0.0001,153171,0.005977570544928312
250,152.56,0.0,663236,2642,3464,0.05,-691.7858595300002,0.0001,153308,0.009847978129982948
250,151.99,0.0,663804,2644,3468,0.05,-691.2515425899999,0.0001,153450,0.006360636092722416
251,151.73,0.0,664432,2646,3472,0.05,-691.1248124900001,0.0001,153607,28.088550567626953
251,151.16,0.0,664994,2648,3476,0.05,-690.4678249699999,0.0001,153748,0.006712210364639759
251,150.71,0.0,665614,2650,3480,0.05,-690.1670986500001,0.0001,153903,0.002973682014271617
251,150.9,0.0,666275,2653,3484,0.05,-690.34179457,0.0001,154068,0.004567864816635847
251,151.1,0.0,666829,2654,3488,0.05,-690.5741631599999,0.0001,154207,0.0035418756306171417
251,150.73,0.0,667373,2656,3492,0.05,-690.2045424600001,0.0001,154343,0.009187097661197186
251,151.16,0.0,668003,2658,3496,0.05,-690.6581152800001,0.0001,154500,14.187917709350586
251,150.7,0.0,668569,2660,3500,0.05,-690.27176127,0.0001,154642,0.00436232378706336
251,150.84,0.0,669190,2662,3504,0.05,-690.4892460400001,0.0001,154797,0.008100708946585655
251,149.9,0.0,669750,2664,3508,0.05,-689.7319866900001,0.0001,154937,0.003515425371006131
251,149.03,0.0,670320,2666,3512,0.05,-688.98840901,0.0001,155079,0.012412868440151215
251,149.45,0.0,671017,2668,3516,0.05,-689.4153489900001,0.0001,155254,13.85548210144043
251,149.24,0.0,671580,2670,3520,0.05,-689.2551258999999,0.0001,155394,0.007228942587971687
251,148.95,0.0,672156,2672,3524,0.05,-688.9311987200001,0.0001,155538,0.006058052182197571
251,149.69,0.0,672798,2674,3528,0.05,-689.4015458300003,0.0001,155699,13.775359153747559
251,150.6,0.0,673426,2676,3532,0.05,-690.27290308,0.0001,155856,0.006109051406383514
251,151.53,0.0,674093,2679,3536,0.05,-690.9962850200001,0.0001,156023,0.00562315946444869
251,151.18,0.0,674662,2681,3540,0.05,-690.71246299,0.0001,156165,13.709650993347168
251,151.61,0.0,675309,2683,3544,0.05,-691.1829675500001,0.0001,156327,0.010838230140507221
251,149.85,0.0,675907,2685,3548,0.05,-689.8583255599999,0.0001,156476,0.006848167162388563
251,149.35,0.0,676469,2687,3552,0.05,-689.5006179400001,0.0001,156617,1.666455864906311
251,149.72,0.0,677087,2689,3556,0.05,-689.7455324900002,0.0001,156771,0.005283538717776537
251,151.02,0.0,677790,2691,3560,0.05,-690.9352434200002,0.0001,156947,0.008270513266324997
251,151.52,0.0,678388,2693,3564,0.05,-691.3075615800001,0.0001,157096,0.005036572460085154
251,152.9,0.0,679094,2695,3568,0.05,-692.49926221,0.0001,157273,0.028402062132954597
251,153.3,0.0,679762,2698,3572,0.05,-692.81006165,0.0001,157440,0.02448650263249874
251,154.34,0.0,680428,2700,3576,0.05,-693.69904876,0.0001,157606,13.766016006469727
252,154.29,0.0,681043,2702,3580,0.05,-693.57721974,0.0001,157760,14.015026092529297
252,153.22,0.0,681597,2704,3584,0.05,-692.6768457100001,0.0001,157899,0.009228100068867207
252,153.09,0.0,682138,2706,3588,0.05,-692.4735722100002,0.0001,158034,14.329047203063965
252,153.67,0.0,682740,2708,3592,0.05,-692.93835525,0.0001,158184,0.010847772471606731
252,153.16,0.0,683319,2710,3596,0.05,-692.4017620300001,0.0001,158329,0.005414031911641359
252,152.7,0.0,683839,2711,3600,0.05,-692.02962854,0.0001,158459,0.005475073587149382
252,152.34,0.0,684424,2713,3604,0.05,-691.65700851,0.0001,158605,0.004184382036328316
252,152.78,0.0,685028,2715,3608,0.05,-692.0686940700001,0.0001,158756,0.004267534241080284
252,153.54,0.0,685674,2717,3612,0.05,-692.8428537899998,0.0001,158918,0.006852669641375542
252,152.79,0.0,686296,2719,3616,0.05,-692.0111514900001,0.0001,159073,0.004012648947536945
252,152.83,0.0,686863,2721,3620,0.05,-692.0165168700001,0.0001,159215,0.0059462860226631165
252,152.76,0.0,687432,2723,3624,0.05,-692.0744023599998,0.0001,159357,1.8300724029541016
252,151.89,0.0,687987,2725,3628,0.05,-691.32261531,0.0001,159496,13.861506462097168
252,151.41,0.0,688567,2727,3632,0.05,-690.8637401799999,0.0001,159641,0.008619996719062328
252,150.0,0.0,689093,2729,3636,0.05,-689.6841228600001,0.0001,159773,0.006469707936048508
252,150.17,0.0,689679,2731,3640,0.05,-689.8032679100002,0.0001,159919,0.008694978430867195
252,148.95,0.0,690204,2733,3644,0.05,-688.67857514,0.0001,160050,0.013218206353485584
252,148.61,0.0,690768,2734,3648,0.05,-688.19441367,0.0001,160191,0.006687675602734089
252,149.18,0.0,691387,2736,3652,0.05,-688.6136951799999,0.0001,160346,0.009144380688667297
252,149.03,0.0,691990,2739,3656,0.05,-688.50522549,0.0001,160497,0.004168298561125994
252,147.55,0.0,692545,2740,3660,0.05,-687.3022739800002,0.0001,160636,0.004727229475975037
252,147.74,0.0,693162,2743,3664,0.05,-687.5053739800001,0.0001,160790,0.009052869863808155
252,146.79,0.0,693773,2745,3668,0.05,-686.6195884800001,0.0001,160943,13.785531997680664
252,146.76,0.0,694438,2747,3672,0.05,-686.6210309300001,0.0001,161109,0.00402294984087348
252,146.19,0.0,695047,2749,3676,0.05,-686.1610471700001,0.0001,161261,0.00585221778601408
252,146.05,0.0,695648,2751,3680,0.05,-685.9860591199999,0.0001,161411,0.00884872768074274
252,145.85,0.0,696182,2753,3684,0.05,-685.7655624900002,0.0001,161545,0.0036173646803945303
252,146.36,0.0,696774,2755,3688,0.05,-686.32940211,0.0001,161693,0.005452936980873346
252,147.18,0.0,697458,2757,3692,0.05,-687.07630455,0.0001,161864,0.006370348855853081
252,147.24,0.0,698043,2759,3696,0.05,-687.1290061400001,0.0001,162010,0.0061862887814641
252,147.91,0.0,698630,2761,3700,0.05,-687.74069412,0.0001,162157,0.00885649211704731
253,148.85,0.0,699309,2763,3704,0.05,-688.53745369,0.0001,162327,0.0036328688729554415
253,148.27,0.0,699855,2765,3708,0.05,-687.93378662,0.0001,162463,0.006404743529856205
253,147.55,0.0,700429,2767,3712,0.05,-687.4293745699999,0.0001,162607,0.007611190900206566
253,146.65,0.0,700961,2769,3716,0.05,-686.69407318,0.0001,162740,0.015535356476902962
253,146.5,0.0,701513,2771,3720,0.05,-686.57901382,0.0001,162878,0.006777185946702957
253,146.3,0.0,702062,2773,3724,0.05,-686.40819298,0.0001,163015,0.00499938428401947
253,146.99,0.0,702686,2775,3728,0.05,-687.20951717,0.0001,163171,0.02738511562347412
253,147.38,0.0,703305,2777,3732,0.05,-687.54233936,0.0001,163326,0.007345919962972403
253,147.2,0.0,703813,2779,3736,0.05,-687.37456903,0.0001,163453,0.005977288819849491
253,147.2,0.0,704399,2781,3740,0.05,-687.37709179,0.0001,163599,0.00799860805273056
253,148.06,0.0,705010,2783,3744,0.05,-688.11094662,0.0001,163752,0.0049509573727846146
253,148.13,0.0,705581,2786,3748,0.05,-688.1848161,0.0001,163895,0.009242014028131962
253,147.26,0.0,706113,2787,3752,0.05,-687.4540360900002,0.0001,164028,28.682748794555664
253,147.47,0.0,706737,2790,3756,0.05,-687.7539538899999,0.0001,164184,0.006856623105704784
253,147.55,0.0,707300,2791,3760,0.05,-687.6187803,0.0001,164324,0.010376845486462116
253,146.63,0.0,707825,2793,3764,0.05,-686.7959465899999,0.0001,164456,0.006129595451056957
253,145.73,0.0,708346,2795,3768,0.05,-686.00836286,0.0001,164586,0.009159872308373451
253,145.74,0.0,709012,2797,3772,0.05,-686.0364643800001,0.0001,164752,14.307787895202637
253,145.61,0.0,709608,2800,3776,0.05,-685.9472290499999,0.0001,164901,0.004456933122128248
253,144.83,0.0,710131,2801,3780,0.05,-685.3651609200001,0.0001,165032,0.012359260581433773
253,145.19,0.0,710701,2803,3784,0.05,-685.7535062799999,0.0001,165175,0.005830387584865093
253,144.41,0.0,711215,2805,3788,0.05,-685.02034953,0.0001,165303,16.10767364501953
